0,145,226,255
27,217,255,227
591,72,162,255
914,72,255,208
1038,145,227,255
1204,255,217,108
1483,244,217,255
1572,72,117,255
1888,182,255,255
2718,36,255,199
2953,217,255,244
3171,255,217,108
3395,0,62,255
3746,255,145,36
3766,217,236,255
4014,255,227,145
4201,0,0,255
5057,217,255,255
5307,0,0,255
