0,0,126,255
33,255,218,108
87,208,255,71
158,255,208,71
173,255,162,71
194,0,126,255
282,255,236,182
389,200,255,145
431,217,255,255
673,0,0,255
919,108,218,255
1016,255,226,145
1687,108,108,255
2326,255,236,182
2507,255,218,108
2626,0,63,255
2832,255,200,145
2847,255,218,108
2880,255,226,145
3331,255,162,71
3496,36,145,255
3762,255,200,145
3783,255,255,182
4587,255,208,71
4632,255,217,226
4650,255,236,182
4776,255,255,255
